State,District,Subdistrict Name,Facility Type,Facility Name,Facility Address,Latitude,Longitude,ActiveFlag_C,NOTIONAL_PHYSICAL,Location Type,Type Of Facility,Nin_N
Karnataka,Tumkur,Tipatur,phc,RANGAPURA,NA,13.209519,76.462035,Y,Physical,Rural,Public,1112454325
Karnataka,Tumkur,Tumkur,phc,HONNUDIKE 24X7,NA,13.2102,77.1282,Y,Physical,Rural,Public,NA
Karnataka,Hassan,Belur,phc,GANGURU (PHU),NA,13.2106,76.0866,Y,Physical,Rural,Public,3366844623
Karnataka,Tumkur,Tumkur,phc,SIRIVARA,NA,13.2144,77.0016,Y,Physical,Rural,Public,NA
Karnataka,Bangalore Rural,Hosakote,phc,BENDIGANAHALLI,NA,13.2163,77.8315,Y,Physical,Rural,Public,7256785838
Karnataka,Kolar,Mulbagal,phc,KURUDUMALE (24X7),NA,13.2164,78.3895,Y,Physical,Rural,Public,1245512759
Karnataka,Tumkur,Tumkur,phc,NAGAVALLI 24X7,NA,13.2183,77.0569,Y,Physical,Rural,Public,NA
Karnataka,Tumkur,Turuvekere,phc,MACHENAHALLI,NA,13.2199,76.7037,Y,Physical,Rural,Public,2542214123
Karnataka,Bangalore Rural,Devanahalli,phc,ARADESHANAHALLI (24X7),NA,13.2202,77.5618,Y,Physical,Rural,Public,5716134118
Karnataka,Bangalore Rural,Doddaballapur,phc,HALENAHALLI,NA,13.2239,77.3957,Y,Physical,Rural,Public,4587285331
Karnataka,Bangalore Rural,Nelamanagala,phc,THADASIGATTA,NA,13.2259,77.3479,Y,Physical,Rural,Public,6487822535
Karnataka,Bangalore Rural,Doddaballapur,phc,DODDATUMKUR,NA,13.2261,77.5275,Y,Physical,Rural,Public,3333148777
Karnataka,Udupi,Karkal,phc,DURGA,NA,13.2272,75.0256,Y,Physical,Rural,Public,2886328653
Karnataka,Hassan,Arasikere,phc,THOLALTORE (PHU),NA,13.2279,76.2999,Y,Physical,Rural,Public,7344687152
Karnataka,Bangalore Rural,Nelamanagala,phc,DOBSEPET (24X7),NA,13.2294,77.242,Y,Physical,Rural,Public,4366633479
Karnataka,Tumkur,Tumkur,phc,KOTTIGEGOLLAHALLI,NA,13.230531,77.147205,Y,Physical,Rural,Public,NA
Karnataka,Hassan,Belur,phc,C.C.HALLI (PHU),NA,13.2322,76.0254,Y,Physical,Rural,Public,8171637484
Karnataka,Chikmagalur,Mudigere,phc,KUNDURU,NA,13.2323,75.5572,Y,Physical,Rural,Public,1545523316
Karnataka,Udupi,Udupi,phc,KAUP,NA,13.2351,74.7476,Y,Physical,Rural,Public,NA
Karnataka,Chikmagalur,Chickmagalur,phc,K.R.PETTE (24X7),NA,13.236,75.7662,Y,Physical,Rural,Public,8548354144
Karnataka,Hassan,Belur,phc,HANIKE,NA,13.237,75.8713,Y,Physical,Rural,Public,6676761486
Karnataka,Kolar,Mulbagal,phc,BYARAKUR (24X7),NA,13.2394,78.4912,Y,Physical,Rural,Public,4774134722
Karnataka,Chikmagalur,Chickmagalur,phc,ALDUR (24X7),NA,13.2426,75.6514,Y,Physical,Rural,Public,8653742737
Karnataka,Tumkur,Gubbi,phc,KADABA (24X7),NA,13.2428,76.8608,Y,Physical,Rural,Public,1457511143
Karnataka,Bangalore Rural,Doddaballapur,phc,KADANUR,NA,13.2435,77.4523,Y,Physical,Rural,Public,6882715748
Karnataka,Kolar,Mulbagal,phc,AGARAM,NA,13.2448,78.3438,Y,Physical,Rural,Public,5373473734
Karnataka,Udupi,Karkal,phc,KUKKANDUR,NA,13.2453,74.939,Y,Physical,Rural,Public,5252555247
Karnataka,Hassan,Arasikere,phc,HARANAHALLI 24X7,NA,13.2464,76.2261,Y,Physical,Rural,Public,4412484810
Karnataka,Kolar,Kolar,phc,HOLUR (24X7),NA,13.2472,78.2132,Y,Physical,Rural,Public,5875568460
Karnataka,Tumkur,Turuvekere,phc,SAMPIGE,NA,13.2483,76.7853,Y,Physical,Rural,Public,7744715462
Karnataka,Bangalore Rural,Devanahalli,phc,CHANNARAYAPATNA,NA,13.2487,77.7944,Y,Physical,Rural,Public,8686425664
Karnataka,Kolar,Mulbagal,phc,KOLADEVI (24X7),NA,13.2495,78.3524,Y,Physical,Rural,Public,8567735348
Karnataka,Udupi,Karkal,phc,PALLI,NA,13.2501,74.8696,Y,Physical,Rural,Public,4158368672
Karnataka,Hassan,Arasikere,phc,KALYADI,NA,13.2507,76.1598,Y,Physical,Rural,Public,5471874544
Karnataka,Hassan,Arasikere,phc,KARGUNDA (PHU),NA,13.2516,76.1884,Y,Physical,Rural,Public,8778535537
Karnataka,Tumkur,Tipatur,phc,ARALAGUPPE,NA,13.2523,76.6165,Y,Physical,Rural,Public,4417757764
Karnataka,Bangalore Rural,Nelamanagala,phc,MANNE,NA,13.2524,77.2968,Y,Physical,Rural,Public,5488457614
Karnataka,Tumkur,Turuvekere,phc,DANDINASHIVARA  (24X7),NA,13.2525,76.7105,Y,Physical,Rural,Public,5642612120
Karnataka,Kolar,Kolar,phc,MADDERI (24X7),NA,13.2544,78.0306,Y,Physical,Rural,Public,8673774157
Karnataka,Kolar,Kolar,phc,KYALANURU (24X7),NA,13.2569,77.9792,Y,Physical,Rural,Public,5477336852
Karnataka,Bangalore Rural,Devanahalli,phc,KUNDANA (24X7),NA,13.2574,77.6192,Y,Physical,Rural,Public,3464865579
Karnataka,Hassan,Arasikere,phc,UNDIGNAL (PHU),NA,13.2576,76.1271,Y,Physical,Rural,Public,1884255876
Karnataka,Hassan,Belur,phc,M.L.KOPPALU (PHU),NA,13.2596,76.0249,Y,Physical,Rural,Public,3218846677
Karnataka,Chikkaballapur,Shidalaghatta,phc,JANGAMAKOTE (24X7),NA,13.2616,77.847,Y,Physical,Rural,Public,6877762267
Karnataka,Tumkur,Turuvekere,phc,BANASANDRA,NA,13.2644,76.658,Y,Physical,Rural,Public,4736775661
Karnataka,Tumkur,Tipatur,phc,KUPPALASHETTYHALLI,NA,13.265133,76.569174,Y,Physical,Rural,Public,6341764444
Karnataka,Tumkur,Tipatur,phc,SIDDARAMADEVARAPALYA,NA,13.266748,76.44301,Y,Physical,Rural,Public,3551535564
Karnataka,Chikmagalur,Chickmagalur,phc,VASTHARE,NA,13.2676,75.7105,Y,Physical,Rural,Public,4381858655
Karnataka,Chikmagalur,Mudigere,phc,BALEHOLE (24X7),NA,13.2677,75.4179,Y,Physical,Rural,Public,6758674235
Kerala,Thiruvananthapuram,Venpakal CHC Area,chc,Venpakal CHC,NA,8.381429935,77.06015276,Y,Physical,Rural,Public,6753638375
Kerala,Thiruvananthapuram,Vizhinjam CHC Area,chc,Vizhinjam CHC,NA,8.384951208,76.99064032,Y,Physical,Rural,Public,5388674615
Kerala,Thiruvananthapuram,Vellarada CHC Area,chc,Vellarada CHC,NA,8.409863277,77.11153483,Y,Physical,Rural,Public,3537714879
Kerala,Thiruvananthapuram,Perumkadavilla CHC Area,chc,Perumkadavilla CHC,NA,8.43784995,77.1052014,Y,Physical,Rural,Public,4326578376
Kerala,Thiruvananthapuram,Poonthura CHC Area,chc,Poonthura CHC,NA,8.446212906,76.94715456,Y,Physical,Urban,Public,NA
Kerala,Thiruvananthapuram,Vilappil CHC Area,chc,Malainkeezhu CHC,NA,8.481238915,77.04505702,Y,Physical,Rural,Public,8631672840
Kerala,Thiruvananthapuram,Pulluvilla CHC Area,chc,Pulluvilla CHC,NA,8.50325,77.08522,Y,Physical,Rural,Public,4454526486
Kerala,Thiruvananthapuram,Vilappil CHC Area,chc,Vilappil CHC,NA,8.516719108,77.04129866,Y,Physical,Rural,Public,7433841751
Kerala,Thiruvananthapuram,Manamboor CHC Area,chc,Irranimuttom CHC corporation,NA,8.5572,76.903,Y,Physical,Urban,Public,NA
Kerala,Thiruvananthapuram,Vellanad CHC Area,chc,Vellanad CHC,NA,8.55844494,77.05403576,Y,Physical,Rural,Public,5522715357
Kerala,Thiruvananthapuram,Puthenthope CHC Area,chc,Puthanthope CHC,NA,8.569993115,76.83926717,Y,Physical,Rural,Public,1454258888
Kerala,Thiruvananthapuram,Vithura CHC Area,chc,Arynad CHC,NA,8.578000026,77.08612623,Y,Physical,Rural,Public,NA
Kerala,Thiruvananthapuram,Puthenthope CHC Area,chc,Andoorkonam CHC,NA,8.599479515,76.87279402,Y,Physical,Rural,Public,NA
Kerala,Thiruvananthapuram,Kanyakulangara CHCArea,chc,Kanyakulangara CHC,NA,8.613448058,76.96409576,Y,Physical,Rural,Public,NA
Kerala,Thiruvananthapuram,Anchuthengu CHCArea,chc,Anchuthengu CHC,NA,8.65922893,76.76593471,Y,Physical,Rural,Public,1716133556
Kerala,Thiruvananthapuram,Vithura CHC Area,chc,Vithura CHC,NA,8.670681664,77.08363991,Y,Physical,Rural,Public,2467568438
Kerala,Thiruvananthapuram,Vakkom CHC Area,chc,Vakkom CHC,NA,8.684870737,76.75846359,Y,Physical,Rural,Public,1831511579
Kerala,Thiruvananthapuram,Vellanad CHC Area,chc,Kattakada CHC,NA,8.69458,76.769368,Y,Physical,Rural,Public,3758684165
Kerala,Thiruvananthapuram,CHC Palode,chc,CHC Palode,NA,8.713838104,77.02829652,Y,Physical,Rural,Public,3433174384
Kerala,Thiruvananthapuram,Manamboor CHC Area,chc,Manamboor CHC,NA,8.723875493,76.7873416,Y,Physical,Rural,Public,7683578525
Kerala,Thiruvananthapuram,Kallara CHCArea,chc,Kallara CHC,NA,8.741716776,76.93954356,Y,Physical,Rural,Public,6481482245
Kerala,Thiruvananthapuram,Kesavapuram CHC Area,chc,Kesavapuram CHC,NA,8.757031792,76.85619251,Y,Physical,Rural,Public,4577544812
Kerala,Kollam,Kalakode CHCArea,chc,Kalakode CHC,NA,8.80837638,76.68768664,Y,Physical,Rural,Public,3483144634
Kerala,Thiruvananthapuram,Kesavapuram CHC Area,chc,Pallikkal CHC,NA,8.822827489,76.80789119,Y,Physical,Rural,Public,NA
Kerala,Kollam,Nilamel CHCArea,chc,Nilamel CHC,NA,8.824844349,76.87784544,Y,Physical,Rural,Public,1664874573
Kerala,Kollam,Velinalloor CHCArea,chc,Velinalloor CHC,NA,8.872765066,76.77841548,Y,Physical,Rural,Public,8643317582
Kerala,Kollam,Palathara CHCArea,chc,Palathara CHC,NA,8.874481934,76.62471156,Y,Physical,Rural,Public,4235711126
Kerala,Kollam,Palathara CHCArea,chc,Mayyanad CHC,NA,8.878107,76.63827,Y,Physical,Rural,Public,8254576443
Kerala,Kollam,Kulathupuzha CHCArea,chc,Kulathupuzha CHC,NA,8.895833539,77.05633605,Y,Physical,Rural,Public,6616121577
Kerala,Kollam,Kulakkada CHCArea,chc,Nedumpana CHC,NA,8.908156,76.694687,Y,Physical,Rural,Public,NA
Kerala,Kollam,Thrikkadavoor CHCArea,chc,Thrikkadavoor CHC,NA,8.924102764,76.59814135,Y,Physical,Rural,Public,8855642289
Kerala,Kollam,Nedumoncavu CHCArea,chc,Nedumoncavu CHC,NA,8.926986288,76.73827679,Y,Physical,Rural,Public,4453548184
Kerala,Kollam,Anchal CHCArea,chc,Anchal CHC,NA,8.927002885,76.90873296,Y,Physical,Rural,Public,8644431333
Kerala,Kollam,Thekkumbhagam CHCArea,chc,Thekkumbhagam CHC,NA,8.96055583,76.56165314,Y,Physical,Rural,Public,5317878576
Kerala,Kollam,Chavara CHCArea,chc,Chavara CHC,NA,8.999042397,76.53649979,Y,Physical,Rural,Public,1564216552
Kerala,Kollam,Mynagappally CHCArea,chc,Mynagappally CHC,NA,9.04117925,76.5800223,Y,Physical,Rural,Public,5777746560
Kerala,Kollam,Kulakkada CHCArea,chc,Kulakkada CHC,NA,9.052996846,76.74836153,Y,Physical,Rural,Public,3346831864
Kerala,Kollam,Sooranadu CHCArea,chc,Sooranadu CHC,NA,9.079132408,76.65358217,Y,Physical,Rural,Public,2377577347
Kerala,Kollam,Pathanapuram CHCArea,chc,Pathanapuram CHC,NA,9.090516615,76.85784288,Y,Physical,Rural,Public,5715631130
Kerala,Pathanamthitta,Enadimangalam CHCArea,chc,Enadimangalam CHC,NA,9.120880291,76.82098796,Y,Physical,Rural,Public,8525837285
Kerala,Kollam,Oachira CHCArea,chc,Oachira CHC,NA,9.123636189,76.52041434,Y,Physical,Rural,Public,3323858435
Kerala,Alappuzha,Chunakara CHCArea,chc,Chunakara CHC,NA,9.177791,76.605142,Y,Physical,Rural,Public,6112345134
Kerala,Alappuzha,Kurathikad CHC Area,chc,Kurathicad CHC,NA,9.204476,76.560086,Y,Physical,Rural,Public,3477282754
Kerala,Pathanamthitta,Thumpamon CHCArea,chc,Thumpamon CHC,NA,9.222555543,76.71347359,Y,Physical,Rural,Public,5113726557
Kerala,Alappuzha,Muthukulam CHC Area,chc,Muthukulam CHC,NA,9.225628,76.457973,Y,Physical,Rural,Public,7477627413
Kerala,Alappuzha,Thrikkunnapuzha CHC Area,chc,Thrikkunnapuzha CHC,NA,9.257131,76.4109,Y,Physical,Rural,Public,5588276344
Kerala,Pathanamthitta,Kunnanthanam BPHC Area,chc,Kalloopara CHC,NA,9.264758,76.787041,Y,Physical,Rural,Public,8365575847
Kerala,Pathanamthitta,Elanthoor CHCArea,chc,Elanthoor CHC,NA,9.297284043,76.73180941,Y,Physical,Rural,Public,5521661420
Kerala,Pathanamthitta,Vallana CHCArea,chc,Vallana CHC,NA,9.297500752,76.66755079,Y,Physical,Rural,Public,1458863733
Kerala,Alappuzha,Pandanad CHC Area,chc,Mannar CHC,NA,9.309185,76.538467,Y,Physical,Rural,Public,1856784366
Kerala,Alappuzha,Pandanad CHC Area,chc,Pandanad CHC,NA,9.315536,76.56377,Y,Physical,Rural,Public,8633623478
Kerala,Pathanamthitta,Kanjeettukara CHCArea,chc,Kanjeetukara CHC,NA,9.362056164,76.72537524,Y,Physical,Rural,Public,5735877275
Kerala,Alappuzha,Chempumpuram CHCArea,chc,Edathua CHC,NA,9.362656,76.476809,Y,Physical,Rural,Public,7675763465
Kerala,Pathanamthitta,Vechoochira CHCArea,chc,Ranni Perunad CHC,NA,9.365900877,76.85543713,Y,Physical,Rural,Public,8863143338
Kerala,Alappuzha,Ambalapuzha BPHCArea,chc,Ambalapuzha CHC,NA,9.377253,76.357784,Y,Physical,Rural,Public,NA
Kerala,Pathanamthitta,Chathenkery CHCArea,chc,Chathenkery CHC,NA,9.383152,76.525833,Y,Physical,Rural,Public,6255253525
Kerala,Alappuzha,Chettikkad CHCArea,chc,Champakulam CHC,NA,9.410949,76.410254,Y,Physical,Rural,Public,NA
Kerala,Pathanamthitta,Vechoochira CHCArea,chc,Vechoochira CHC,NA,9.419710966,76.85349245,Y,Physical,Rural,Public,3575287861
Kerala,Pathanamthitta,Ezhumattoor CHCArea,chc,Ezhumattoor CHC,NA,9.421361168,76.70565595,Y,Physical,Rural,Public,8284316646
Kerala,Alappuzha,Veliyanad CHC Area,chc,Veliyanad CHC,NA,9.423411,76.489327,Y,Physical,Rural,Public,6876672665
Kerala,Alappuzha,Chempumpuram CHCArea,chc,Chempumpuram CHC,NA,9.436479,76.399732,Y,Physical,Rural,Public,8434645233
Kerala,Pathanamthitta,Kunnanthanam BPHC Area,chc,CHC Kunnamthanam,NA,9.439779422,76.61341025,Y,Physical,Rural,Public,2436778324
Kerala,Kottayam,Erumely CHCArea,chc,CHC Erumely,NA,9.478766667,76.84608333,Y,Physical,Rural,Public,8453377650
Kerala,Kottayam,Karukachal CHCArea,chc,CHC Karuckachal,NA,9.502466667,76.63341667,Y,Physical,Rural,Public,1137484869
Kerala,Kottayam,Karukachal CHCArea,chc,CHC Sachivothamapuram,NA,9.50805,76.52685,Y,Physical,Rural,Public,NA
Kerala,Kottayam,Edayirickapuzha CHCArea,chc,CHC Edayirikkappuzha,NA,9.5154,76.7083,Y,Physical,Rural,Public,8218734187
Kerala,Kottayam,Karukachal CHCArea,chc,CHC Vakathanam,NA,9.525016667,76.57051667,Y,Physical,Rural,Public,NA
Kerala,Kottayam,Panachikkadu BPHCArea,chc,CHC Thottackadu,NA,9.529516667,76.60951667,Y,Physical,Rural,Public,NA
Kerala,Kottayam,Erumely CHCArea,chc,CHC Mundakayam,NA,9.53695,76.88355,Y,Physical,Rural,Public,NA
Kerala,Idukki,Vandiperiyar CHC Area,chc,Vandiperiyar CHC,NA,9.578291,77.098592,Y,Physical,Rural,Public,7264545489
Kerala,Kottayam,Erumely CHCArea,chc,CHC Koottickal,NA,9.585033333,76.88528333,Y,Physical,Rural,Public,2512251832
Kerala,Kottayam,Kumarakom CHCArea,chc,CHC Kumarakom,NA,9.587716667,76.43776667,Y,Physical,Rural,Public,4368757565
Kerala,Alappuzha,Muhama CHC Area,chc,Muhamma CHC,NA,9.60491,76.356326,Y,Physical,Rural,Public,5252332167
Kerala,Kottayam,Kumarakom CHCArea,chc,CHC Ayarkunnam,NA,9.632916667,76.60591667,Y,Physical,Rural,Public,NA
Kerala,Kottayam,Paika Elikulam MC CHCArea,chc,CHC Paika,NA,9.65185,76.72468333,Y,Physical,Rural,Public,4618488151
Kerala,Alappuzha,Muhama CHC Area,chc,Thanneermukkom CHC,NA,9.674333,76.393131,Y,Physical,Rural,Public,1674668288
Kerala,Kottayam,Koodalloor CHCArea,chc,CHC Koodalloor,NA,9.705733333,76.58815,Y,Physical,Rural,Public,1622126751
Kerala,Idukki,Upputhara CHC Area,chc,Vandanmedu CHC,NA,9.709519,77.145882,Y,Physical,Rural,Public,7428243575
Kerala,Kottayam,Ullanad CHCArea,chc,CHC Ullanadu,NA,9.72991,76.73625,Y,Physical,Rural,Public,8231867766
Kerala,Kottayam,Koodalloor CHCArea,chc,CHC Kadaplamattom,NA,9.74055,76.56031667,Y,Physical,Rural,Public,NA
Kerala,Idukki,Upputhara CHC Area,chc,Upputhara CHC,NA,9.744872,77.103509,Y,Physical,Rural,Public,4784136451
Kerala,Kottayam,Edamaruku CHCArea,chc,CHC Edamaruku,NA,9.756733333,76.76055,Y,Physical,Rural,Public,5877745413
Kerala,Idukki,Pampadampara BPHC Area,chc,Karunapuram CHC,NA,9.764707,77.216425,Y,Physical,Rural,Public,2478637172
Kerala,Alappuzha,Thuravoor CHC Area,chc,Thycattussery CHC,NA,9.77138,76.343468,Y,Physical,Rural,Public,NA
Kerala,Kottayam,Thalayolaparambu CHCArea,chc,CHC Thalayoraparampu,NA,9.78185,76.45268333,Y,Physical,Rural,Public,8578736251
Kerala,Kottayam,Arunootimangalam CHCArea,chc,CHC Arunoottimangalam,NA,9.80045,76.4977,Y,Physical,Rural,Public,4618644753
Kerala,Kottayam,Uzhavoor Speciality BPHCArea,chc,CHC Ramapuram,NA,9.802616667,76.66228333,Y,Physical,Rural,Public,NA
Kerala,Alappuzha,Arookutty CHCArea,chc,Perumbalam CHC,NA,9.832313,76.33944,Y,Physical,Rural,Public,8716111557
Kerala,Idukki,Muttom CHCArea,chc,Muttom CHC,NA,9.833063,76.744528,Y,Physical,Rural,Public,4221171566
Kerala,Ernakulam,Keechery CHCArea,chc,Keechery CHC,NA,9.8402479,76.4156628,Y,Physical,Rural,Public,1271417154
Kerala,Alappuzha,Arookutty CHCArea,chc,Arookutty CHC,NA,9.857448,76.324938,Y,Physical,Rural,Public,3882446614
Kerala,Idukki,Muttom CHCArea,chc,Elamdesam CHC,NA,9.859631,76.802436,Y,Physical,Rural,Public,8261845740
Kerala,Idukki,Purapuzha CHC Area,chc,Purapuzha CHC,NA,9.870466,76.65915,Y,Physical,Rural,Public,7522122535
Kerala,Ernakulam,Pampakkuda BPHCArea,chc,CHC Koothattukulam,NA,9.873841,76.495131,Y,Physical,Rural,Public,NA
Kerala,Ernakulam,Kumbalangi CHCArea,chc,Kumbalangi CHC,NA,9.878866639,76.28738328,Y,Physical,Rural,Public,1453437848
Kerala,Idukki,Chithirapuram CHCArea,chc,Vathikudy CHC,NA,9.886517,77.042701,Y,Physical,Rural,Public,6481743729
Kerala,Ernakulam,Keechery CHCArea,chc,CHC Mulanthuruthy,NA,9.9006133,76.3909543,Y,Physical,Rural,Public,NA
Kerala,Ernakulam,Pampakkuda BPHCArea,chc,Pampakuda CHC,NA,9.90716897,76.51991453,Y,Physical,Rural,Public,4574372589
Kerala,Ernakulam,Pandappilly BPHCArea,chc,Pandappilly CHC,NA,9.908269031,76.60802637,Y,Physical,Rural,Public,5321113341
Kerala,Ernakulam,Ramamangalam BPHCArea,chc,Ramamangalam CHC,NA,9.943272041,76.49101066,Y,Physical,Rural,Public,5637277442
Kerala,Idukki,Muttom CHCArea,chc,Kanjikuzhy CHC,NA,9.948356,76.943271,Y,Physical,Rural,Public,5385228845
Kerala,Idukki,Chithirapuram CHCArea,chc,Chithirapuram CHC,NA,9.951306,77.106543,Y,Physical,Rural,Public,4358642462
Kerala,Ernakulam,Vadavucode CHCArea,chc,Vadavucode CHC,NA,9.976074845,76.42710208,Y,Physical,Rural,Public,2177643844
Kerala,Ernakulam,Vadavucode CHCArea,chc,CHC Kadayiruppu,NA,10.0045,76.4565,Y,Physical,Rural,Public,6145252315
Kerala,Ernakulam,Varappetty BPHCArea,chc,Varapetty CHC,NA,10.01707826,76.62752903,Y,Physical,Rural,Public,2653553210
Kerala,Ernakulam,Ankamaly BPHCArea,chc,CHC Edappally,NA,10.017971,76.302711,Y,Physical,Rural,Public,2117167615
Kerala,Ernakulam,Malippuram CHCArea,chc,Malippuram CHC,NA,10.019111,76.225008,Y,Physical,Rural,Public,3885167373
Kerala,Ernakulam,Pallarimangalam BPHCArea,chc,Pallarimangalam CHC,NA,10.02637902,76.68943735,Y,Physical,Rural,Public,2542715129
Kerala,Ernakulam,Pallarimangalam BPHCArea,chc,CHC Neriyamangalam,NA,10.0507506,76.7711626,Y,Physical,Rural,Public,1867855866
Kerala,Ernakulam,Malayidamthuruth BPHCArea,chc,Malayidamthuruth CHC,NA,10.0644787,76.405687,Y,Physical,Rural,Public,2374466288
Kerala,Ernakulam,Varappuzha BPHCArea,chc,Varappuzha CHC,NA,10.06798269,76.2759818,Y,Physical,Rural,Public,8848878826
Kerala,Ernakulam,Malayidamthuruth BPHCArea,chc,CHC Vengola,NA,10.075363,76.460014,Y,Physical,Rural,Public,3374733750
Kerala,Ernakulam,Ezhikkara CHCArea,chc,CHC Ezhikkara,NA,10.1081773,76.2421185,Y,Physical,Rural,Public,4567334463
Kerala,Idukki,Rajakkadu CHC Area,chc,Rajakkadu CHC,NA,10.109086,77.134981,Y,Physical,Rural,Public,4275767376
Kerala,Idukki,Chithirapuram CHCArea,chc,Devikulam CHC,NA,10.113786,77.137814,Y,Physical,Rural,Public,NA
Kerala,Ernakulam,Vengoor BPHCArea,chc,Vengoor CHC,NA,10.1478,76.5415,Y,Physical,Rural,Public,8323377450
Kerala,Ernakulam,Chengamanad CHCArea,chc,Chengamanad CHC,NA,10.15258987,76.33558983,Y,Physical,Rural,Public,1452868860
Kerala,Ernakulam,Kalady CHCArea,chc,CHC Kalady,NA,10.16729109,76.43260288,Y,Physical,Rural,Public,3444268530
Kerala,Ernakulam,Ezhikkara CHCArea,chc,CHC Muthakunnam,NA,10.1905889,76.1870681,Y,Physical,Rural,Public,4687574550
Kerala,Idukki,Chithirapuram CHCArea,chc,Marayoor CHC,NA,10.193043,77.124879,Y,Physical,Rural,Public,NA
Kerala,Thrissur,Aloor BPHCArea,chc,Mala CHC,NA,10.240298,76.263127,Y,Physical,Rural,Public,NA
Kerala,Thrissur,Thiruvilwamala CHCArea,chc,Thiruvilwamala CHC,NA,10.2716167,76.24529439,Y,Physical,Rural,Public,8557466763
Kerala,Thrissur,Mattathur CHCArea,chc,Mattathur CHC,NA,10.29321855,76.16746726,Y,Physical,Rural,Public,3372778567
Kerala,Thrissur,Perinjanam CHCArea,chc,Perinjanam CHC,NA,10.30350275,76.21909087,Y,Physical,Rural,Public,8284622761
Kerala,Thrissur,Elinjipra CHCArea,chc,Elinjipra CHC,NA,10.33235515,76.42078467,Y,Physical,Rural,Public,6766727280
Kerala,Thrissur,Vellanikkara CHCArea,chc,Vellanikkara CHC,NA,10.37044176,76.30516913,Y,Physical,Rural,Public,5385844658
Kerala,Thrissur,Anandapuram CHCArea,chc,Anandapuram CHC,NA,10.38135938,76.26489706,Y,Physical,Rural,Public,6488565364
Kerala,Thrissur,Vatanapilly CHCArea,chc,Valappad CHC,NA,10.400452,76.117667,Y,Physical,Rural,Public,NA
Kerala,Thrissur,Alapad CHCArea,chc,Thriprayar CHC,NA,10.400452,76.117667,Y,Physical,Rural,Public,NA
Kerala,Thrissur,Vellangallur CHCArea,chc,Kattur CHC Anandapuram,NA,10.400452,76.117667,Y,Physical,Rural,Public,NA
Kerala,Thrissur,Ollur CHCArea,chc,Ollur CHC,NA,10.45711586,76.19222062,Y,Physical,Rural,Public,1567116320
Kerala,Thrissur,Puthenchira CHCArea,chc,Puthenchira CHC,NA,10.47680086,76.2401104,Y,Physical,Rural,Public,3681867424
Kerala,Thrissur,Alapad CHCArea,chc,Anthikkad CHC,NA,10.527642,76.214435,Y,Physical,Rural,Public,NA
Kerala,Thrissur,Cherpu CHCArea,chc,Cherupu CHC,NA,10.527642,76.214435,Y,Physical,Rural,Public,NA
Kerala,Thrissur,Kadappuram CHCArea,chc,Kadappuram CHC,NA,10.53860618,76.02471476,Y,Physical,Rural,Public,6328728545
Kerala,Thrissur,Mullasserry CHCArea,chc,Mullassery CHC,NA,10.54200646,76.08095566,Y,Physical,Rural,Public,6717736836
Kerala,Thrissur,Tholur CHCArea,chc,Tholur CHC,NA,10.56329162,76.12439485,Y,Physical,Rural,Public,1446188821
Kerala,Palakkad,Vadakkencherry CHCArea,chc,Vadakkencherry CHC,NA,10.58742692,76.45787309,Y,Physical,Rural,Public,5415525178
Kerala,Palakkad,Koduvayoor CHCArea,chc,Nenmara CHC Vadakkanchery,NA,10.592857,76.600478,Y,Physical,Rural,Public,8212173119
Kerala,Thrissur,Alapad CHCArea,chc,Alapad CHC,NA,10.61686288,76.02563156,Y,Physical,Rural,Public,5414511658
Kerala,Palakkad,Nanniyode CHCArea,chc,Nanniyode CHC,NA,10.64293154,76.77868297,Y,Physical,Rural,Public,7632384421
Kerala,Thrissur,Erumapetty CHCArea,chc,Erumapetty CHC,NA,10.65793305,76.08710651,Y,Physical,Rural,Public,2733875583
Kerala,Thrissur,Vadakkekad CHCArea,chc,Vadakkekad CHC,NA,10.66125002,76.00364527,Y,Physical,Rural,Public,5816111453
Kerala,Thrissur,Madavana CHCArea,chc,Madavana CHC,NA,10.67835145,76.15748267,Y,Physical,Rural,Public,4331844458
Kerala,Thrissur,Thiruvilwamala CHCArea,chc,Pazhayannur CHC,NA,10.682384,76.423045,Y,Physical,Rural,Public,NA
Kerala,Palakkad,Koduvayoor CHCArea,chc,Koduvayur CHC,NA,10.68735206,76.66043374,Y,Physical,Rural,Public,8285376722
Kerala,Palakkad,Pazhampalakkode CHCArea,chc,Pazhambalakode CHC,NA,10.69078577,76.45283911,Y,Physical,Rural,Public,7744672622
Kerala,Thrissur,Pazhanji CHCArea,chc,Pazhanji CHC,NA,10.69341942,76.06235319,Y,Physical,Rural,Public,2324368683
Kerala,Palakkad,Kuzhalmannam CHCArea,chc,Kuzhalmannam CHC,NA,10.71363767,76.59707521,Y,Physical,Rural,Public,6761487278
Kerala,Malappuram,Marancherry BPHCArea,chc,Maranchery N CHC,NA,10.72902249,75.96405662,Y,Physical,Rural,Public,3774871325
Kerala,Palakkad,Chalissery CHCArea,chc,ChalisseryCHC,NA,10.73432293,76.09359073,Y,Physical,Rural,Public,6334828628
Kerala,Thrissur,Vatanapilly CHCArea,chc,Vatanapilly CHC,NA,10.73847324,76.27411505,Y,Physical,Rural,Public,2385468570
Kerala,Palakkad,Nanniyode CHCArea,chc,CHC Kozhinjampara,NA,10.740203,76.834616,Y,Physical,Rural,Public,NA
